PEID,Affinity Bloc,People Cluster,Continent,Sub-Continent,Country,Country of Origin,People Group,Global Status of  Evangelical Christianity,Evangelical Engagement,Population,Dispersed (Yes/No),ROL,Language,Religion,Nomadic,Nomadic Type,Nomadic Description,Published Scripture,Jesus Film,Radio Broadcast,Gospel Recording,Audio Scripture,Gospel Films,Resources,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Latitude,Longitude,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,EGIDS
19333,Malay Peoples,Borneo-Kalimantan,Asia,South-Eastern Asia,Malaysia,,Western Kenyah,6,No,"2,900",,xky,Uma' Lasan - (xky),Christianity - Protestant,,,,No,No,No,Yes,No,No,1,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A008,C0059,110787,"Kenyah, Western",MYS,MY,,2.14141,114.2046,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
47240,Malay Peoples,Borneo-Kalimantan,Americas,Northern America,United States,Brunei,Brunei,0,No,750,Yes,kxd,Brunei - (kxd),Islam - Sunni,,,,No,No,No,No,No,No,0,Little,Free,Moderate,High,Caution,A008,C0059,101679,Brunei-Kadaian,USA,US,BX,38.952079,-76.946837,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,3
22783,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Aralle-Tabulahan,6,Yes,"18,000",,atq,Aralle-Tabulahan - (atq),Islam,,,,Yes,No,No,Yes,Yes,No,3,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,100456,Aralle-Tabulahan,IDN,ID,,-2.877,119.152,Southeast Asian Peoples,,2,No Longer Unreached,5
22792,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Bentong,2,Yes,"25,000",,bnu,Bentong - (bnu),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,101263,Bentong,IDN,ID,,-4.76004,119.80592,Southeast Asian Peoples,,1,Engaged yet Unreached,6b
22796,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Bugis,2,Yes,"7,200,000",No,bug,Buginese - (bug),Islam - Sunni,,,,Yes,Yes,No,Yes,No,Yes,4,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,101703,Bugis,IDN,ID,,-5.50086,120.25376,Southeast Asian Peoples,,1,Engaged yet Unreached,3
22802,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Campalagian,0,No,"66,000",,cml,Campalagian - (cml),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,101863,Campalagian ,IDN,ID,,-3.486058,119.119912,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
22806,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Dakka,0,No,"15,000",,dkk,Dakka - (dkk),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,102393,Dakka,IDN,ID,,-3.33,119.247,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
22842,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Duri,1,Yes,"127,000",,mvp,Duri - (mvp),Islam,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,102773,Duri ,IDN,ID,,-3.37081,119.87095,Southeast Asian Peoples,,1,Engaged yet Unreached,5
22809,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Enrekang,1,Yes,"70,000",,ptt,Enrekang - (ptt),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,102930,Enrekang,IDN,ID,,-3.485754,119.720523,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
22805,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Kaili Unde,1,Yes,"28,000",,kzf,Da'a Kaili - (kzf),Islam,,,,Yes,No,No,Yes,Yes,No,3,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,104420,Kaili Unde,IDN,ID,,-0.680283,119.735586,Southeast Asian Peoples,,1,Engaged yet Unreached,5
22816,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Kalao,1,No,700,,kly,Kalao - (kly),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,104462,Kalao,IDN,ID,,-7.31213,120.99456,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
22820,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Kodeoha,1,No,"1,800",,vko,Kodeoha - (vko),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,105074,Kodeoha,IDN,ID,,-3.39566,120.93713,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
22812,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Konjo Pegunungan,1,No,"150,000",,kjk,Highland Konjo - (kjk),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,105189,Konjo Pegunungan,IDN,ID,,-5.140388,119.724046,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
22803,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Konjo Pesisir,1,No,"200,000",,kjc,Coastal Konjo - (kjc),Islam,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,105187,Konjo Pesisir,IDN,ID,,-5.344804,120.311471,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
22834,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Luwu,1,No,"290,000",,rob,Tae' - (rob),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,105940,Luwu,IDN,ID,,-2.58205,120.13914,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,5
22836,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Makassar,1,Yes,"3,000,000",,mak,Makasar - (mak),Islam,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,106085,Makassar,IDN,ID,,-5.65551,119.8381,Southeast Asian Peoples,,1,Engaged yet Unreached,6b
22839,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Mamuju,1,Yes,"61,000",,mqx,Mamuju - (mqx),Islam,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,104732,Mamuju,IDN,ID,,-2.547757,119.069629,Southeast Asian Peoples,,1,Engaged yet Unreached,6b
22840,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Mandar,1,No,"500,000",,mdr,Mandar - (mdr),Islam,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,106229,Mandar,IDN,ID,,-3.34717,119.06802,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,5
22852,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Panasuan,6,No,"1,200",,psn,Panasuan - (psn),Christianity,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,107822,Panasuan ,IDN,ID,,-2.24049,119.64982,Southeast Asian Peoples,Yes,2,No Longer Unreached,6b
22854,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Pannei,1,No,"10,000",,pnc,Pannei - (pnc),Islam,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,107853,Pannei,IDN,ID,,-3.21973,119.19136,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
22865,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Seko Tengah,6,No,"3,000",,sko,Seko Tengah - (sko),Christianity,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,108803,Seko Tengah ,IDN,ID,,-2.22069,119.8226,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
22861,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Selayar,1,No,"115,000",,sly,Selayar - (sly),Islam,,,,Yes,No,No,Yes,No,No,2,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,108810,Selayar ,IDN,ID,,-6.10145,120.49606,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
22890,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Ulumanda,1,No,"18,500",,ulm,Ulumanda' - (ulm),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,110389,Ulumanda,IDN,ID,,-3.00933,118.99377,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
22895,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Indonesia,,Wotu,1,No,"7,200",,wtw,Wotu - (wtw),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0056,110866,Wotu,IDN,ID,,-2.59593,120.90044,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
48662,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Malaysia,Indonesia,Bugis,1,Yes,"500,000",Yes,bug,Buginese - (bug),Islam,Yes,2,Service or Trade,Yes,Yes,No,Yes,No,Yes,4,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A008,C0056,101703,Bugis,MYS,MY,ID,4.278376,117.90068,Southeast Asian Peoples,,1,Engaged yet Unreached,3
10691,Malay Peoples,Bugi-Makassar of Sulawesi,Asia,South-Eastern Asia,Singapore,Indonesia,Buginese,1,Yes,"15,500",Yes,bug,Buginese - (bug),Islam,,,,Yes,Yes,No,Yes,No,Yes,4,Little,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A008,C0056,101703,Bugis,SGP,SN,ID,1.296426,103.886846,Southeast Asian Peoples,,1,Engaged yet Unreached,3
22784,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Bahonsuai,1,No,250,,bsu,Bahonsuai - (bsu),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,100771,Bahonsuai,IDN,ID,,-2.218,121.731,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
22785,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Bajau,1,Yes,"204,000",,bdl,Indonesian Bajau - (bdl),Islam,Yes,3,Hunter-Gatherers,Yes,No,No,Yes,No,No,2,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,100798,Bajau ,IDN,ID,,-3.382862,122.2353,Southeast Asian Peoples,,1,Engaged yet Unreached,6b
22798,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Bungku,1,No,"34,500",,bkz,Bungku - (bkz),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,101750,Bungku,IDN,ID,,-2.677237,122.003516,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
22815,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Kaimbulawa,1,No,"2,500",,zka,Kaimbulawa - (zka),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,104423,Kaimbulawa,IDN,ID,,-5.666,122.542,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
22821,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Koroni,1,No,600,,xkq,Koroni - (xkq),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,105241,Koroni,IDN,ID,,-2.627,121.997,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
22828,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Lemolang,4,No,"2,400",,ley,Lemolang - (ley),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,105711,Lemolang,IDN,ID,,-2.63313,120.27028,Southeast Asian Peoples,Yes,2,No Longer Unreached,8a
22841,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Maronene,4,Yes,"35,000",,mqn,Moronene - (mqn),Islam,,,,Yes,No,No,Yes,No,No,2,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,106807,Moronene ,IDN,ID,,-4.62361,121.82364,Southeast Asian Peoples,,2,No Longer Unreached,6b
22846,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Mori Atas,4,No,"18,000",,mzq,Mori Atas - (mzq),Islam,,,,Yes,No,No,Yes,No,No,2,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,106797,Mori Atas,IDN,ID,,-2.2555,121.03505,Southeast Asian Peoples,Yes,2,No Longer Unreached,6b
22868,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Padu,6,Yes,"7,800",,pdo,Padoe - (pdo),Christianity,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,107739,Padoe ,IDN,ID,,-2.60642,121.23639,Southeast Asian Peoples,,2,No Longer Unreached,6b
22859,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Rahambuu,1,No,"6,000",,raz,Rahambuu - (raz),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,108259,Rahambuu,IDN,ID,,-3.24627,121.0587,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
22875,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Taluki,0,No,600,,tlk,Taloki - (tlk),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,109764,Taluki,IDN,ID,,-4.686,122.846,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,7
22879,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Tomadino,1,No,700,,tdi,Tomadino - (tdi),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,110144,Tomadino,IDN,ID,,-2.559,121.965,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,8a
22889,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Tulambatu,4,No,"7,200",,bkz,Bungku - (bkz),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,116109,Tulambatu,IDN,ID,,-3.967531,122.591754,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
22893,Malay Peoples,Bungku-Bajau,Asia,South-Eastern Asia,Indonesia,,Waru,0,No,425,,wru,Waru - (wru),Islam,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 2: Exercise increased caution,A008,C0057,110703,Waru,IDN,ID,,-3.378,122.058,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
20255,Malay Peoples,"Filipino, Central",Oceania,Australia and New Zealand,Australia,Philippines,Filipino,6,Yes,"160,000",Yes,tgl,Tagalog - (tgl),Christianity - Protestant,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Low,High,Level 1: Exercise normal precautions,A008,C0070,109692,Filipino,AUS,AS,RP,-33.779248,151.053789,Southeast Asian Peoples,,2,No Longer Unreached,3
43393,Malay Peoples,"Filipino, Central",Americas,Northern America,Canada,Philippines,Filipino,6,Yes,"267,000",Yes,tgl,Tagalog - (tgl),Christianity,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A008,C0070,109692,Filipino,CAN,CA,RP,43.882463,-79.439281,Southeast Asian Peoples,,2,No Longer Unreached,3
47423,Malay Peoples,"Filipino, Central",Americas,Northern America,Canada,Philippines,Ilocano,5,No,"15,000",Yes,ilo,Iloko - (ilo),Christianity,,,,Yes,Yes,No,Yes,Yes,No,4,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A008,C0070,103997,Ilocano,CAN,CA,RP,43.675448,-79.440751,Southeast Asian Peoples,,2,No Longer Unreached,3
47424,Malay Peoples,"Filipino, Central",Americas,Northern America,Canada,Philippines,Pampango,4,No,"2,300",Yes,pam,Pampanga - (pam),Christianity,,,,Yes,Yes,No,Yes,Yes,No,4,Little,Free,Low,Moderate,Level 1: Exercise normal precautions,A008,C0070,107808,Pampango ,CAN,CA,RP,43.690754,-79.349693,Southeast Asian Peoples,,2,No Longer Unreached,3
42440,Malay Peoples,"Filipino, Central",Europe,Western Europe,Germany,Philippines,Filipino,4,Yes,"67,000",Yes,tgl,Tagalog - (tgl),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,Yes,Yes,5,Little,Free,Moderate,High,Level 2: Exercise increased caution,A008,C0070,109692,Filipino,DEU,GM,RP,53.566879,9.947179,Southeast Asian Peoples,,2,No Longer Unreached,3
48525,Malay Peoples,"Filipino, Central",Europe,Southern Europe,Italy,Philippines,Filipino,4,Yes,"77,000",Yes,tgl,Tagalog - (tgl),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,Yes,Yes,5,Low,Free,Moderate,High,Level 2: Exercise increased caution,A008,C0070,109692,Filipino,ITA,IT,RP,41.944,12.571,Southeast Asian Peoples,,2,No Longer Unreached,3
46407,Malay Peoples,"Filipino, Central",Asia,Western Asia,Kuwait,Philippines,Filipino,4,No,"80,000",Yes,tgl,Tagalog - (tgl),Christianity,,,,Yes,Yes,No,Yes,Yes,Yes,5,Low,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A008,C0070,109692,Filipino,KWT,KU,RP,29.319178,48.037034,Southeast Asian Peoples,,2,No Longer Unreached,3
9226,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Malaysia,Philippines,Chavacano,6,No,950,Yes,cbk,Chavacano - (cbk),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,No,No,3,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A008,C0070,101951,Chabakano Creole,MYS,MY,RP,4.4767,118.597,Southeast Asian Peoples,,2,No Longer Unreached,4
18269,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Malaysia,Philippines,Tagalog,6,No,"32,000",Yes,tgl,Tagalog - (tgl),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A008,C0070,109692,Filipino,MYS,MY,RP,2.991395,101.798994,Southeast Asian Peoples,,2,No Longer Unreached,3
47593,Malay Peoples,"Filipino, Central",Oceania,Australia and New Zealand,New Zealand,Philippines,Philipinos,5,No,"17,000",Yes,eng,English - (eng),Christianity - Roman Catholic,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Little,Free,Low,Low,Level 1: Exercise normal precautions,A008,C0070,109692,Filipino,NZL,NZ,RP,-36.91135,174.817533,Southeast Asian Peoples,,2,No Longer Unreached,0
46410,Malay Peoples,"Filipino, Central",Asia,Western Asia,Oman,Philippines,Filipino,4,No,"75,500",Yes,tgl,Tagalog - (tgl),Christianity - Other / Marginal,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Not Free,High,Low,Level 1: Exercise normal precautions,A008,C0070,109692,Filipino,OMN,MU,RP,23.612663,58.471028,Southeast Asian Peoples,,2,No Longer Unreached,3
7605,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Abaknon Sama,2,Yes,"21,000",,abx,Inabaknon - (abx),Christianity - Other / Marginal,,,,Yes,No,No,No,No,No,1,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,100006,Abaknon Sama,PHL,RP,,12.42636,124.16645,Southeast Asian Peoples,,1,Engaged yet Unreached,4
7612,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Aklano,4,Yes,"830,000",,akl,Aklanon - (akl),Christianity - Other / Marginal,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,100189,Aklano ,PHL,RP,,11.55432,122.35413,Southeast Asian Peoples,,2,No Longer Unreached,4
46621,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Bikol Agta,2,Yes,"120,000",,agz,Mt. Iriga Agta - (agz),Christianity - Roman Catholic,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,104062,Iriga Bicolano,PHL,RP,,13.413112,123.453893,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
7649,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Capisano,4,Yes,"1,000,000",,cps,Capiznon - (cps),Christianity - Other / Marginal,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,101880,Capisano,PHL,RP,,11.41215,122.95359,Southeast Asian Peoples,,2,No Longer Unreached,6a
42429,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Cebuano,4,Yes,"25,400,000",No,ceb,Cebuano - (ceb),Christianity - Other / Marginal,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,110577,Visayan ,PHL,RP,,7.071867,125.600776,Southeast Asian Peoples,,2,No Longer Unreached,3
7661,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Chabakano Creole,2,Yes,"690,000",No,cbk,Chavacano - (cbk),Christianity - Other / Marginal,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,101951,Chabakano Creole,PHL,RP,,7.11655,122.16942,Southeast Asian Peoples,,1,Engaged yet Unreached,4
7665,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Davaweno,4,Yes,"530,000",,daw,Davawenyo - (daw),Christianity,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,102477,Davaweno,PHL,RP,,7.22613,126.45792,Southeast Asian Peoples,,2,No Longer Unreached,6a
7678,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Hiligaynon,4,Yes,"7,500,000",,hil,Hiligaynon - (hil),Christianity - Other / Marginal,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,103779,Hiligaynon ,PHL,RP,,10.40179,122.97428,Southeast Asian Peoples,,2,No Longer Unreached,3
7684,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Ilocano,4,Yes,"11,100,000",No,ilo,Iloko - (ilo),Christianity - Other / Marginal,,,,Yes,Yes,Yes,Yes,Yes,No,5,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,103997,Ilocano,PHL,RP,,18.1107,120.7315,Southeast Asian Peoples,,2,No Longer Unreached,3
7700,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Kaagan Kalagan,4,No,"3,600",,kll,Kagan Kalagan - (kll),Christianity - Other / Marginal,,,,Yes,No,No,No,No,No,1,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,104339,Kaagan Kalagan,PHL,RP,,6.796,125.362,Southeast Asian Peoples,Yes,2,No Longer Unreached,5
7703,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,"Kalagan, Tagakaulo",6,Yes,"120,000",,klg,Tagakaulo - (klg),Christianity - Other / Marginal,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,109690,Tagakaulu Kalagan,PHL,RP,,6.45338,125.42625,Southeast Asian Peoples,,2,No Longer Unreached,4
7727,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Malaynon,5,Yes,"4,500",,mlz,Malaynon - (mlz),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,106166,Malaynon,PHL,RP,,11.85639,121.91924,Southeast Asian Peoples,,2,No Longer Unreached,6a
7738,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Masbateno,2,Yes,"750,000",,msb,Masbatenyo - (msb),Christianity - Roman Catholic,,,,Yes,Yes,No,No,No,No,2,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,106374,Masbateno,PHL,RP,,12.21453,123.63579,Southeast Asian Peoples,,1,Engaged yet Unreached,3
7751,Malay Peoples,"Filipino, Central",Asia,South-Eastern Asia,Philippines,,Pampango,2,Yes,"3,700,000",No,pam,Pampanga - (pam),Christianity - Other / Marginal,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Partly Free,Low,High,Level 2: Exercise increased caution,A008,C0070,107808,Pampango ,PHL,RP,,14.96027,120.50183,Southeast Asian Peoples,,1,Engaged yet Unreached,3
